Evaluation/TerminationRate,GaussianMLPValueFunction/dLoss,GaussianMLPValueFunction/LossAfter,Evaluation/MinReturn,Evaluation/Iteration,GaussianMLPPolicy/KL,GaussianMLPValueFunction/LossBefore,GaussianMLPPolicy/dLoss,TotalEnvSteps,Evaluation/MaxReturn,Evaluation/AverageReturn,Evaluation/StdReturn,GaussianMLPPolicy/KLBefore,Evaluation/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/Entropy,GaussianMLPPolicy/LossBefore,Evaluation/NumEpisodes,Evaluation/SuccessRate
0.0,2.4643936157226562,32.81382369995117,21.962992791712676,18,0.0041861035861074924,35.27821731567383,0.0009121178882196546,14250,74.93554336934102,59.31326593627914,14.190808203709,0.0,43.22617364230364,-0.0009121170151047409,2.7608158588409424,8.543332152832761e-10,10,1.0
0.0,2.1187267303466797,27.128990173339844,50.813650914721656,19,0.006654364988207817,29.247716903686523,0.001018016249872744,15000,75.24806437360297,64.2893178413606,7.549989736782809,0.0,46.78306984912358,-0.0010180147364735603,2.7626774311065674,1.4901161415892261e-09,10,1.0
0.0,2.689939498901367,29.18643569946289,53.261890368271814,20,0.005339883733540773,31.876375198364258,0.0006808220641687512,15750,76.0107545097665,67.26945128870871,6.792350070114176,0.0,48.54265356103127,-0.0006808284670114517,2.7500879764556885,-6.397565144311557e-09,10,1.0
0.0,1.6186790466308594,23.604084014892578,45.90274320181359,21,0.004724741913378239,25.222763061523438,0.0008139506098814309,16500,80.83454252286475,64.59200443899397,9.212387761646797,0.0,46.06625262032802,-0.0008139514829963446,2.7506906986236572,-8.940696516468449e-10,10,1.0
0.0,2.226917266845703,25.659015655517578,58.89928285626935,22,0.004260437097400427,27.88593292236328,0.0005806463304907084,17250,81.46016413675203,68.75294795137243,7.397839096419682,0.0,48.80342954056519,-0.0005806513363495469,2.751753807067871,-5.006790093631253e-09,10,1.0
0.0,1.9186038970947266,26.696060180664062,55.986653624868445,23,0.005835308693349361,28.61466407775879,0.0005785858375020325,18000,86.74540171869418,70.26395727463519,9.401854977543167,0.0,50.66513671645347,-0.0005785874673165381,2.7341854572296143,-1.6490618870435014e-09,10,1.0
0.0,2.1155967712402344,25.79285430908203,65.9390809201339,24,0.003870684653520584,27.908451080322266,0.00024269548885058612,18750,80.04933572747855,73.10222268878775,5.112901478016679,0.0,52.178253466280125,-0.0002426925057079643,2.7438056468963623,2.9802322831784522e-09,10,1.0
0.0,1.6966991424560547,24.559444427490234,60.71724940773079,25,0.007821639068424702,26.25614356994629,0.0010262164287269115,19500,83.72252058045282,72.67048182219418,5.848719684365971,0.0,51.86358624668962,-0.0010262222494930029,2.754134178161621,-5.861123586470285e-09,10,1.0
0.0,0.8527717590332031,19.88404655456543,61.64349277762555,26,0.00321536255069077,20.736818313598633,0.0005303832003846765,20250,77.42459477853508,69.13781335101825,5.301235437537498,0.0,49.568829862377584,-0.0005303809302859008,2.7396934032440186,2.2649764286342133e-09,10,1.0
0.0,1.0970535278320312,20.8074951171875,57.54744946775439,27,0.0037900854367762804,21.90454864501953,0.0006869126227684319,21000,81.57969095013418,70.88052804021649,7.936386937367872,0.0,50.14107563057405,-0.0006869134958833456,2.734161138534546,-8.742014334650605e-10,10,1.0
0.0,2.2869129180908203,28.230737686157227,56.41458842469723,28,0.007376496214419603,30.517650604248047,0.001101657166145742,21750,92.19287283302123,79.03807395512881,11.205225857979826,0.0,56.71918902845198,-0.0011016590287908912,2.7083003520965576,-1.8477439578390431e-09,10,1.0
0.0,1.2487010955810547,21.578845977783203,63.3291592012604,29,0.004741142503917217,22.827547073364258,0.0006907505448907614,22500,91.24945010972706,76.95471517126872,8.561007389022715,0.0,55.11888872474892,-0.0006907525821588933,2.692153215408325,-2.0265580324974053e-09,10,1.0
0.0,0.8852710723876953,20.663911819458008,53.92941264089402,30,0.0039019722025841475,21.549182891845703,0.0005820457590743899,23250,86.5549132325275,71.59895823808175,10.355709170113252,0.0,51.793610440683075,-0.000582045060582459,2.6735153198242188,7.152557435219364e-10,10,1.0
0.0,0.8917770385742188,19.186914443969727,62.01255859103177,31,0.003767889691516757,20.078691482543945,0.00045789990690536797,24000,84.59662886310034,75.56325376487078,7.466263217049556,0.0,53.947297505428125,-0.00045790133299306035,2.6736371517181396,-1.4305114870438729e-09,10,1.0
0.0,1.1963138580322266,20.58997344970703,65.08456643063009,32,0.0020805876702070236,21.786287307739258,0.0003480475570540875,24750,88.29112300228715,78.03436534127067,6.283394679881518,0.0,55.23608088442735,-0.0003480466257315129,2.6652073860168457,9.33806143521565e-10,10,1.0
0.0,1.5195751190185547,23.498943328857422,61.24640150349724,33,0.006563449744135141,25.018518447875977,0.0008795601897872984,25500,108.52565099676742,80.76915018550265,13.389576083218499,0.0,57.56024714082291,-0.0008795585599727929,2.647203207015991,1.629193668861717e-09,10,1.0
0.0,0.9042110443115234,19.103410720825195,67.02230915532415,34,0.006361915729939938,20.00762176513672,0.0007875788141973317,26250,90.53315820771283,79.65110840597556,7.653774729684828,0.0,57.06748117796734,-0.0007875796873122454,2.6142046451568604,-8.543332152832761e-10,10,1.0
0.0,1.1923351287841797,20.586790084838867,77.154518296007,35,0.001199760939925909,21.779125213623047,0.000322711217449978,27000,93.51997270309683,84.45924213547228,5.571130682767114,0.0,60.59940144438002,-0.00032271043164655566,2.5951085090637207,7.947286162490741e-10,10,1.0
0.0,1.0525093078613281,19.91983413696289,69.94084008337026,36,0.0036198142915964127,20.97234344482422,0.00050872634164989,27750,99.73769128324466,84.10780625870369,7.937059434076278,0.0,60.37461289672704,-0.0005087259341962636,2.5552048683166504,3.9736430812453705e-10,10,1.0
0.0,0.9088878631591797,18.665189743041992,68.80502071952613,37,0.003195153782144189,19.574077606201172,0.0005794476601295173,28500,93.81024923228651,84.31615558633959,7.590797802769355,0.0,60.464052948158155,-0.000579449231736362,2.5318524837493896,-1.5894572324981482e-09,10,1.0
0.0,1.1387901306152344,19.51637840270996,76.61619905790612,38,0.0025395737029612064,20.655168533325195,0.0003688557189889252,29250,96.23199055348034,86.89147471590749,5.473425368344258,0.0,61.71327123454572,-0.00036885624285787344,2.5195810794830322,-5.165735617040923e-10,10,1.0
0.0,0.5758323669433594,15.869701385498047,74.17448943637794,39,0.003971813712269068,16.445533752441406,0.0003477574500720948,30000,93.73948183983822,83.04821107306411,6.396095955289475,0.0,59.78880017768114,-0.0003477572463452816,2.5148568153381348,1.9868215406226852e-10,10,1.0
0.0,0.5482177734375,15.259370803833008,60.814238116196606,40,0.002104666084051132,15.807588577270508,0.0003562375786714256,30750,100.79772518103911,81.12393177985098,11.348879528880486,0.0,57.3429328935027,-0.0003562401980161667,2.5149123668670654,-2.6226043559063328e-09,10,1.0
0.0,0.7754878997802734,16.982519149780273,78.5071208689908,41,0.005836307071149349,17.758007049560547,0.0004603159031830728,31500,96.83245358546822,87.05052356845883,5.866980480120304,0.0,62.25288302680978,-0.00046031668898649514,2.5177571773529053,-7.748603980672897e-10,10,1.0
0.0,0.8082237243652344,16.742469787597656,78.71596832377826,42,0.0033628433011472225,17.55069351196289,0.0005657716537825763,32250,95.78580761403545,89.60096019993382,4.895115035583464,0.0,64.18089441970008,-0.0005657730507664382,2.532705545425415,-1.3709068324985196e-09,10,1.0
0.0,0.5704936981201172,14.878927230834961,70.36365624874632,43,0.00436957785859704,15.449420928955078,0.0006536192959174514,33000,103.15971780860997,85.05269858041882,10.399866940503466,0.0,60.21510811061465,-0.0006536201690323651,2.5124549865722656,-8.940696516468449e-10,10,1.0
0.0,0.7811317443847656,15.282730102539062,78.50979714482419,44,0.004376046359539032,16.063861846923828,0.0005840403027832508,33750,100.18767504451174,92.47666370913853,7.136628842748363,0.0,65.68774769698123,-0.0005840377998538315,2.4888687133789062,2.5033950468156263e-09,10,1.0
0.0,0.5616159439086914,14.301717758178711,82.72357266419316,45,0.0042187608778476715,14.863333702087402,0.0004943804233334959,34500,99.07468086769573,89.55955147205302,4.756098614305455,0.0,63.792942598781906,-0.0004943787353113294,2.4619767665863037,1.6887983234070703e-09,10,1.0
0.0,0.7708873748779297,15.555683135986328,83.06447457109819,46,0.0052369218319654465,16.326570510864258,0.0006101619219407439,35250,106.02510079337455,94.2603263289358,7.608848606412389,0.0,67.18936244651829,-0.0006101630278863013,2.447183847427368,-1.1324882143171067e-09,10,1.0
0.0,0.5040283203125,13.738729476928711,83.19085268322648,47,0.005376802291721106,14.242757797241211,0.0005683823837898672,36000,101.82609139957388,90.52838522591928,5.6556357371823225,0.0,64.6125193086828,-0.0005683823255822062,2.452653646469116,3.9736429424674924e-11,10,1.0
0.0,0.5762777328491211,14.048030853271484,88.25235443155566,48,0.0018367028096690774,14.624308586120605,0.0003424065071158111,36750,98.52187397361537,93.94786966786617,3.0847288299921227,0.0,67.15823139379759,-0.00034240467357449234,2.451951742172241,1.8278757396572587e-09,10,1.0
0.0,0.6876001358032227,14.588068962097168,87.8053938794228,49,0.004392153583467007,15.27566909790039,0.00046250532614067197,37500,104.29071949747063,95.42227089807659,5.109164694132182,0.0,67.65095468261605,-0.0004625051806215197,2.422523260116577,1.589457176986997e-10,10,1.0
0.0,0.574589729309082,13.90284538269043,78.92599348378201,50,0.004302574787288904,14.477435111999512,0.0005057560047134757,38250,107.66574653723677,94.5289950916405,7.54959846419358,0.0,67.23775254583236,-0.0005057553644292057,2.417178153991699,6.159146526130144e-10,10,1.0
0.0,0.3621196746826172,11.715019226074219,73.61772700187218,51,0.002779749920591712,12.077138900756836,0.0002790863800328225,39000,102.09826023797525,86.97081460878375,8.845289231383349,0.0,62.206386453960214,-0.00027908486663363874,2.4074654579162598,1.500050195168967e-09,10,1.0
0.0,0.39591121673583984,12.098044395446777,83.85843254577115,52,0.005286309402436018,12.493955612182617,0.0004796063876710832,39750,101.03546916028597,94.07279030675335,4.828196636437507,0.0,67.409702932951,-0.0004796090070158243,2.408904552459717,-2.6325384094860738e-09,10,1.0
0.0,0.39409732818603516,11.949695587158203,72.60734474159952,53,0.007615524809807539,12.343792915344238,0.0007730920915491879,40500,100.70068225016581,89.7355127255789,9.079822908072625,0.0,64.91898465139795,-0.0007730924407951534,2.3960957527160645,-3.7749608994275263e-10,10,1.0
0.0,0.3999500274658203,11.759708404541016,83.69290316577494,54,0.0045905825681984425,12.159658432006836,0.00042981974547728896,41250,101.19670612116857,93.39415978413754,5.123809406542318,0.0,66.39181703205205,-0.00042981759179383516,2.3762221336364746,2.145767119543507e-09,10,1.0
0.0,0.374237060546875,11.439189910888672,76.36752327233883,55,0.006265770178288221,11.813426971435547,0.0004193731874693185,42000,101.86599591767744,93.94295627513193,6.9099406726093004,0.0,67.0371491799252,-0.0004193717904854566,2.3679447174072266,1.390775050680304e-09,10,1.0
0.0,0.2790994644165039,9.947585105895996,77.83310281978288,56,0.00527863297611475,10.2266845703125,0.000672009598929435,42750,104.02722665129419,87.19446805737445,8.424161354080336,0.0,62.57415354219579,-0.0006720093078911304,2.358490467071533,3.079573263065072e-10,10,1.0
0.0,0.3355073928833008,10.68675708770752,82.84666582214936,57,0.008573994040489197,11.02226448059082,0.0007942526717670262,43500,103.45351712525326,94.52101231462781,6.088349215827419,0.0,67.3786966332634,-0.0007942516240291297,2.3647801876068115,1.0728835597717534e-09,10,1.0
0.0,0.40244197845458984,10.956336975097656,88.06667237767259,58,0.004972206428647041,11.358778953552246,0.0005736175226047635,44250,106.36734581240928,96.98543840569006,6.244328876730734,0.0,68.92043850451054,-0.0005736169405281544,2.3738112449645996,5.761782162494455e-10,10,1.0
0.0,0.3186836242675781,10.462462425231934,80.28715964796288,59,0.006770377047359943,10.781146049499512,0.0004984193947166204,45000,104.57866226015703,94.34225937169502,8.344899505073167,0.0,67.67989903163232,-0.0004984205588698387,2.368821859359741,-1.19209286886246e-09,10,1.0
0.0,0.3168821334838867,10.345051765441895,78.33366965290263,60,0.00715852715075016,10.661933898925781,0.0008481927216053009,45750,112.30478810031627,96.16111911697723,8.496250837209702,0.0,69.25594046692186,-0.0008481931872665882,2.346959114074707,-4.5696893491431467e-10,10,1.0
0.0,0.21923160552978516,8.987845420837402,83.8788537539976,61,0.004265285097062588,9.207077026367188,0.00038376549491658807,46500,97.59981478296608,92.337532068595,3.968835213510947,0.0,65.43564039239625,-0.00038376497104763985,2.3344480991363525,5.165735617040923e-10,10,1.0
0.0,0.27822208404541016,9.664266586303711,84.442697800409,62,0.005439956672489643,9.942488670349121,0.0005224797059781849,47250,105.1220757589397,96.79613019254148,5.59776252560131,0.0,69.47145843672665,-0.0005224787164479494,2.3343191146850586,9.735425798851338e-10,10,1.0
0.0,0.2681875228881836,9.390443801879883,87.42337906890963,63,0.006314117461442947,9.658631324768066,0.0007416477892547846,48000,106.12166634914871,96.13803772205503,5.394231734736085,0.0,68.55174875080675,-0.0007416477310471237,2.338226795196533,3.9736429424674924e-11,10,1.0
0.0,0.21149063110351562,8.620915412902832,81.71410395957376,64,0.005076663568615913,8.832406044006348,0.0006971109542064369,48750,105.94187251470706,93.15999609917262,7.23789856966312,0.0,67.15380661548184,-0.0006971100228838623,2.316474437713623,9.139378698286293e-10,10,1.0
0.0,0.27678394317626953,9.242146492004395,92.93634701359885,65,0.008612212724983692,9.518930435180664,0.0007996803033165634,49500,108.70092313837466,99.99778363617479,4.544894450482423,0.0,71.95577368729619,-0.0007996813510544598,2.281970977783203,-1.0331471234081846e-09,10,1.0
0.0,0.22741413116455078,8.717961311340332,83.13861448398677,66,0.005403544753789902,8.945375442504883,0.00035943955299444497,50250,112.30970323748699,95.68948488543883,7.503949031131104,0.0,68.39036591307979,-0.0003594392619561404,2.2627737522125244,2.7815499903383056e-10,10,1.0
0.0,0.2071514129638672,8.42694091796875,82.93674165305316,67,0.007394514046609402,8.634092330932617,0.0006628980627283454,51000,107.15756034238701,94.63980491215966,8.17468410244664,0.0,67.72052503132345,-0.0006628996343351901,2.27786922454834,-1.5894572324981482e-09,10,1.0
0.0,0.23661136627197266,8.728462219238281,76.90244137900977,68,0.0060700238682329655,8.965073585510254,0.0006719126249663532,51750,114.1836304162319,96.15462074275621,10.751489309408754,0.0,69.18130201043087,-0.0006719126831740141,2.2839417457580566,-5.960464760645934e-11,10,1.0
0.0,0.23595619201660156,8.504060745239258,85.43411605391991,69,0.004318183287978172,8.74001693725586,0.00031958395265974104,52500,109.40232077275328,98.10387956374612,7.275598597865772,0.0,70.00536728387894,-0.00031958482577465475,2.2763593196868896,-8.742014334650605e-10,10,1.0
0.0,0.1979541778564453,8.07066535949707,77.69894839768328,70,0.003099974012002349,8.268619537353516,0.0002501264971215278,53250,109.46528642545101,96.98221967595607,8.5275315870192,0.0,69.2825569730096,-0.00025012827245518565,2.265995740890503,-1.7682710851119054e-09,10,1.0
0.0,0.18611860275268555,7.873597621917725,90.65427570218617,71,0.002676550764590502,8.05971622467041,0.0003107524535153061,54000,110.47202407967963,98.22378019107433,5.8192801805525125,0.0,70.44459426316276,-0.0003107528609689325,2.264077663421631,-4.1723252630632146e-10,10,1.0
0.0,0.2170085906982422,8.07559585571289,87.57208582759912,72,0.0029464748222380877,8.292604446411133,0.0003008375642821193,54750,112.27271626098947,102.1005234979835,7.137216826059333,0.0,73.4917526213623,-0.00030083622550591826,2.2690930366516113,1.3510386143167352e-09,10,1.0
0.0,0.1615896224975586,7.455266952514648,89.58619893762229,73,0.004145804326981306,7.616856575012207,0.0003518901066854596,55500,108.15681042843401,96.94400209152077,5.4318492474602005,0.0,69.09590904234258,-0.00035189176560379565,2.2548017501831055,-1.6490618870435014e-09,10,1.0
0.0,0.16019344329833984,7.400426864624023,72.2921079827702,74,0.004327474627643824,7.560620307922363,0.0004724798200186342,56250,113.24987974292935,96.99660362646236,11.248567168928435,0.0,69.65215172911996,-0.0004724794125650078,2.239666223526001,3.9736430812453705e-10,10,1.0
0.0,0.1666698455810547,7.437441349029541,91.12850583956678,75,0.006499661598354578,7.604111194610596,0.0005118183325976133,57000,107.31564617156523,98.06179267214955,5.854930466796736,0.0,70.24814644034036,-0.0005118197877891362,2.226705312728882,-1.4305114870438729e-09,10,1.0
0.0,0.15887165069580078,7.260814666748047,81.52387305603483,76,0.0068434239365160465,7.419686317443848,0.0008340870263054967,57750,114.93173048598564,98.56785885621926,11.482023777251865,0.0,70.46608147864613,-0.0008340867352671921,2.224457025527954,2.8808910812472277e-10,10,1.0
0.0,0.14250421524047852,7.017772674560547,77.73830826789002,77,0.006314178928732872,7.160276889801025,0.00028854317497462034,58500,109.18529090998749,97.29690958145636,9.399268344794166,0.0,69.6230714373266,-0.0002885436115320772,2.2160987854003906,-4.3710071673253026e-10,10,1.0
0.0,0.14253854751586914,6.953731536865234,90.3727302091233,78,0.006136807147413492,7.0962700843811035,0.0004886061069555581,59250,107.98239307907886,98.94714101827223,5.4115046109265466,0.0,70.68543238047732,-0.0004886067472398281,2.200498342514038,-6.159146526130144e-10,10,1.0
0.0,0.11815643310546875,6.5310378074646,83.85638083378367,79,0.004445736296474934,6.649194240570068,0.00043746974552050233,60000,110.3910750952394,94.75925821458166,7.068701571908584,0.0,67.9053084343814,-0.00043747021118178964,2.183241605758667,-4.5696893491431467e-10,10,1.0
0.0,0.15583515167236328,6.9284467697143555,80.85640172377519,80,0.0030382166150957346,7.084281921386719,0.000296369893476367,60750,109.83351008672143,100.30287245275221,9.397945080967284,0.0,71.29033550746172,-0.0002963693405035883,2.169663190841675,5.662441071585533e-10,10,1.0
0.0,0.10257816314697266,6.28863525390625,90.9054652743495,81,0.0031115275342017412,6.391213417053223,0.0007519528153352439,61500,102.6835287441042,98.39706854558162,3.1729872190333226,0.0,70.229690728858,-0.0007519532809965312,2.1727137565612793,-4.768371808516747e-10,10,1.0
0.0,0.10920524597167969,6.338755130767822,87.82585736746455,82,0.008399475365877151,6.447960376739502,0.0008743787184357643,62250,112.50769819253243,98.453606733017,8.039241664219434,0.0,69.8413566713091,-0.0008743784273974597,2.1543073654174805,2.7815499903383056e-10,10,1.0
0.0,0.08883857727050781,5.995466232299805,78.98069287386929,83,0.006320343818515539,6.0843048095703125,0.0007115213084034622,63000,111.79665666183227,95.76318272110959,8.694281968922184,0.0,68.4092503578534,-0.0007115211337804794,2.14479660987854,1.589457176986997e-10,10,1.0
0.0,0.10657930374145508,6.2429375648498535,79.50211993408327,84,0.004091993439942598,6.349516868591309,0.0004363092011772096,63750,117.49624793767119,98.22148798683666,9.872742601894377,0.0,69.74245758366506,-0.0004363094922155142,2.1255533695220947,-2.98023217215615e-10,10,1.0
0.0,0.0851297378540039,5.910760402679443,85.90219637954186,85,0.0037331178318709135,5.995890140533447,0.0003858419368043542,64500,102.62897826797928,97.79669067505547,5.142899936537627,0.0,69.60435905823257,-0.00038584176218137145,2.1171348094940186,1.788139358804841e-10,10,1.0
0.0,0.07763290405273438,5.771953105926514,83.74241456654633,86,0.009794042445719242,5.849586009979248,0.0009333265479654074,65250,106.70235070110044,96.07568035721934,6.036102690393361,0.0,68.28549219751164,-0.0009333260823041201,2.0887506008148193,4.768371808516747e-10,10,1.0
0.0,0.08893775939941406,5.8087239265441895,88.11402920174802,87,0.0016177293146029115,5.8976616859436035,0.0002438216470181942,66000,114.37568959747448,100.01347166257494,7.656116292190888,0.0,70.76326178342121,-0.00024382297124247998,2.1063952445983887,-1.3311703961349508e-09,10,1.0
0.0,0.07257413864135742,5.5910468101501465,75.89645625394483,88,0.007180516142398119,5.663620948791504,0.0004415979201439768,66750,107.98062717539736,94.72682267580012,9.124126146658002,0.0,67.36895589475583,-0.00044159896788187325,2.095726490020752,-1.043081288010228e-09,10,1.0
0.0,0.0758509635925293,5.6409173011779785,85.36776588015192,89,0.004979827906936407,5.716768264770508,0.0004983648541383445,67500,107.35503537653719,96.59190457345639,7.240122383655747,0.0,69.17397404422009,-0.0004983642720617354,2.1055338382720947,5.9604643443123e-10,10,1.0
0.0,0.08652496337890625,5.794733047485352,74.53696377343215,90,0.00765857333317399,5.881258010864258,0.0006690195295959711,68250,116.37543571550546,97.43485994026129,12.052339947415662,0.0,69.52186877844044,-0.0006690195295959711,2.09535551071167,-0.0,10,1.0
0.0,0.08011770248413086,5.6509318351745605,92.68978728029043,91,0.005228010937571526,5.731049537658691,0.000551858451217413,69000,107.70395714865214,100.00361441270067,5.146084350244071,0.0,71.3992384006335,-0.0005518585676327348,2.095952033996582,-9.934107703113426e-11,10,1.0
0.0,0.06802225112915039,5.48286771774292,88.23107309706832,92,0.0034263909328728914,5.55088996887207,0.0003974137653131038,69750,111.93120166744862,97.99873204511279,6.599611733192593,0.0,70.39325456154873,-0.0003974130086135119,2.0928549766540527,7.549921798855053e-10,10,1.0
0.0,0.07689809799194336,5.591837406158447,85.77029066286595,93,0.007146636955440044,5.668735504150391,0.000514513929374516,70500,110.96662488086662,100.58635596401224,7.880632452756073,0.0,72.23630857352782,-0.0005145141039974988,2.068568229675293,-1.589457176986997e-10,10,1.0
0.0,0.058133602142333984,5.252676963806152,87.82879028097824,94,0.006130223628133535,5.310810565948486,0.0006372572970576584,71250,101.07647825178047,96.32970795570182,4.1792118414451656,0.0,69.25094222905847,-0.0006372583447955549,2.0611155033111572,-1.053015341589969e-09,10,1.0
0.0,0.05972480773925781,5.3276238441467285,84.15254166926363,95,0.005670967511832714,5.387348651885986,0.0003381941933184862,72000,107.8919709997231,98.8715080643089,6.9406303522751,0.0,71.00104788564894,-0.00033819390228018165,2.063201427459717,2.7815499903383056e-10,10,1.0
0.0,0.06084251403808594,5.292390823364258,89.28781316304126,96,0.005004549399018288,5.353233337402344,0.000405419705202803,72750,104.20514945162662,96.34345405720128,4.660339354884392,0.0,69.29885438722347,-0.0004054201126564294,2.0475783348083496,-3.9736430812453705e-10,10,1.0
0.0,0.06718301773071289,5.376586437225342,86.4374263908899,97,0.0017706940416246653,5.443769454956055,0.00035451719304546714,73500,108.41727737350139,99.29137918136757,8.082132727585126,0.0,70.94237107298558,-0.0003545174258761108,2.0168094635009766,-2.1855035836626513e-10,10,1.0
0.0,0.05353116989135742,5.1856255531311035,82.58356862128592,98,0.004700486548244953,5.239156723022461,0.0003090870741289109,74250,111.41625785953242,97.59086741910232,8.366399931325075,0.0,69.98203907972504,-0.0003090878308285028,2.0154221057891846,-7.549921798855053e-10,10,1.0
